name,release_date,price_myr,tags,genres,peak_ccu,user_reviews_total,popularity,reviews
The Escapists,2015-02-13,RM80.96,"'Pixel Graphics', 'Strategy', 'Crafting', 'Singleplayer', 'D 2', 'Simulation', 'Indie', 'Action', 'Survival', 'Difficult', 'Adventure', 'Puzzle', 'RPG', 'Top-Down', 'Sandbox', 'Funny', 'Multiplayer', 'Comedy', 'Co-op', 'Rogue-like'", 'Adventure'  'Indie'  'Simulation'  'Strategy' 'Action',39,13972,Highly Popular,Many Reviews
Half-Life: Blue Shift,2001-06-01,RM22.46,"'FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Shooter', 'Aliens', 'Classic', 'First-Person', 'Zombies', 'Adventure', 's"": 93,', ': 91,', ': 85,', ': 66,', ': 59,', ': 36,', ': 34,', ': 32,', ': 32,'",'Action',66,13964,Highly Popular,Many Reviews
Spelunky,2013-08-08,RM67.46,"'Platformer', 'Rogue-like', 'Action Roguelike', 'Indie', 'Difficult', 'D 2', 'Local Co-Op', 'Replay Value', 'Procedural Generation', 'Arcade', 'Addictive', 'Action', 'Perma Death', 'Singleplayer', 'Adventure', 'Co-op', 'Great Soundtrack', 'Local Multiplayer', 'Controller', 'Side Scroller'",'Indie',113,13942,Highly Popular,Many Reviews
Banana Shooter,2022-05-01,Free,, 'Casual'  'Free to Play'  'Indie' 'Action',0,13939,Low Popularity,Many Reviews
100% Orange Juice,2014-05-16,Free,"'Anime', 'Board Game', 'Cute', 'Multiplayer', 'Strategy', 'Card Game', 'Turn-Based', 'Indie', 'Casual', 'Funny', 'Great Soundtrack', 'Co-op', 'Singleplayer', 'Female Protagonist', 'Difficult', 'Memes', 'D 2', 'Family Friendly', 'Comedy', 'Survival Horror'", 'Strategy' 'Indie',139,13921,Highly Popular,Many Reviews
FlatOut 2,2006-12-21,RM35.96,"'Racing', 'Combat Racing', 'Multiplayer', 'Destruction', 'Automobile Sim', 'Vehicular Combat', 'Great Soundtrack', 'Classic', 'Action', 'Singleplayer', 'Driving', 'Music', 'Arcade', 'Physics', 'Local Multiplayer', 'Simulation', 'Atmospheric', 'Funny', 'Comedy', 'Casual'",'Racing',120,13915,Highly Popular,Many Reviews
Dragon Age Inquisition,2020-06-04,RM179.96,"'RPG', 'Open World', 'Character Customization', 'Choices Matter', 'Fantasy', 'Story Rich', 'Singleplayer', 'Sexual Content', 'Action', 'Adventure', 'Third Person', 'Female Protagonist', 'Multiplayer', 'Dragons', 'Strategy', 'Action RPG', 'Great Soundtrack', 'Atmospheric', 'Combat', 'CRPG'", 'Adventure'  'RPG'  'Strategy' 'Action',1011,13912,Highly Popular,Many Reviews
Wolfenstein: The Old Blood,2015-05-04,RM89.96,"'FPS', 'Action', 'World War II', 'Alternate History', 'Shooter', 'Singleplayer', 'Stealth', 'Gore', 'First-Person', 'Zombies', 'Atmospheric', 'Story Rich', 'War', 'Adventure', 'Sci-fi', 'Horror', 'Blood', 'Mature', 'Funny', 'Multiplayer'",'Action',123,13903,Highly Popular,Many Reviews
Yakuza Kiwami,2019-02-19,RM89.96,"'Action', 'Story Rich', 'Adventure', 'em up"": 162,', ': 160,', ': 134,', ': 116,', ': 114,', ': 106,', ': 104,', ': 95,', ': 91,', ': 82,', ': 73,', ': 67,', ': 63,', ': 57,', ': 47,', ': 29,'", 'Adventure'  'RPG' 'Action',446,13902,Highly Popular,Many Reviews
The Room 4: Old Sins,2021-02-11,RM40.46,"'Puzzle', 'Mystery', 'Adventure', 'Point & Click', 'Lovecraftian', 'Singleplayer', 'Hidden Object', 'Story Rich', 'Escape Room', 'Horror', 'Exploration', 'First-Person', 'D 3', 'Atmospheric', 'Indie', 'Multiplayer'",'Adventure',32,13879,Highly Popular,Many Reviews
Moonlighter,2018-05-29,RM89.96,"'Hack and Slash', 'Pixel Graphics', 'Rogue-lite', 'Dungeon Crawler', 'Action Roguelike', 'RPG', 'Rogue-like', 'Character Action Game', 'Action RPG', 'Procedural Generation', 'Adventure', 'Management', 'Controller', 'Exploration', 'Singleplayer', 'Action', 'Top-Down', 'Simulation', 'Fantasy', 'D 2'", 'Adventure'  'Indie' 'Action',271,13876,Highly Popular,Many Reviews
ENDLESS Legend,2014-09-18,Free,"'Strategy', 'X 4', 'Turn-Based', 'Turn-Based Strategy', 'Fantasy', 'Hex Grid', 'Multiplayer', 'RPG', 'Singleplayer', 'Great Soundtrack', 'Sci-fi', 'Indie', 'Tactical', 'Grand Strategy', 'Adventure', 'Medieval', 'Atmospheric', 'Exploration', 'Open World', 'Sandbox'", 'Strategy' 'RPG',5023,13860,Highly Popular,Many Reviews
How to Survive,2014-08-29,RM67.46,"'Survival', 'Zombies', 'Crafting', 'Open World Survival Craft', 'Action', 'Co-op', 'Multiplayer', 'RPG', 'Local Co-Op', 'Online Co-Op', 'Adventure', 'Survival Horror', 'Open World', 'Hack and Slash', 'Post-apocalyptic', 'Gore', 'Singleplayer', 'Third Person', 'Comedy', 'Indie'", 'Adventure'  'RPG' 'Action',12,13814,Highly Popular,Many Reviews
Sniper Elite 5,2022-05-25,RM224.96,"'Action', 'Singleplayer', 'Sniper', 'World War II', 'Multiplayer', 'Stealth', 'Shooter', 'Co-op', 'Third-Person Shooter', 'Adventure', 'Gore', 'Action-Adventure', 'Violent', 'Third Person', 'Online Co-Op', 'War', 'Open World', 'FPS', 'Gun Customization', 'Sexual Content'", 'Adventure' 'Action',1806,13813,Highly Popular,Many Reviews
CrossCode,2018-09-20,RM89.96,"'Action RPG', 'Pixel Graphics', 'RPG', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Great Soundtrack', 'Indie', 'D 2', 'Story Rich', 'Adventure', 'Action', 'Retro', 'Anime', 'Sci-fi', 'JRPG', 'Action-Adventure', 'Difficult', 'Cyberpunk', 'Open World'", 'Adventure'  'Indie'  'RPG' 'Action',135,13779,Highly Popular,Many Reviews
Youtubers Life,2017-02-02,RM112.46,"'Management', 'Singleplayer', 'Character Customization', 'Life Sim', 'Casual', 'Simulation', 'Comedy', 'Adventure', 'Memes', 'Family Friendly', 'Funny', 'Time Management', 'Cartoon', 'Indie', 'Resource Management', 'Female Protagonist', 'Strategy', 'Realistic', 'Open World', 'Sandbox'", 'Casual'  'Indie'  'Simulation'  'Strategy' 'Adventure',58,13728,Highly Popular,Many Reviews
The Witness,2016-01-26,RM179.96,"'Puzzle', 'Exploration', 'First-Person', 'Open World', 'Singleplayer', 'Colorful', 'Indie', 'Atmospheric', 'Difficult', 'Walking Simulator', 'Adventure', 'Mystery', 'Nonlinear', 'Relaxing', 'Philosophical', 'Surreal', 'Casual', 'Great Soundtrack', 'Story Rich', 'Beautiful'", 'Indie' 'Adventure',126,13709,Highly Popular,Many Reviews
Call of Duty: Black Ops Cold War,2023-03-08,RM269.96,"'Action', 'FPS', 'Multiplayer', 'Singleplayer', 'Zombies', 'Shooter', 'First-Person', 'Military', 'Cold War', 'Co-op', 'Gun Customization', 'PvP', 'Online Co-Op', 'Tactical', 'Gore', 'Violent', 'PvE', 'War', 'Sexual Content', 'Story Rich'",'Action',909,13699,Highly Popular,Many Reviews
Idle Champions of the Forgotten Realms,2020-03-25,Free,"'Dungeons & Dragons', 'Free to Play', 'Idler', 'Strategy', 'Fantasy', 'Clicker', 'Adventure', 'Indie', 'Singleplayer', 'Management', 'Action', 'D 2', 'Casual', 'Loot', 'RPG', 'Puzzle', 'Dungeon Crawler', 'Magic', 'Action-Adventure', 'Funny'", 'Adventure'  'Free to Play'  'Indie'  'Strategy' 'Action',3850,13688,Highly Popular,Many Reviews
Foundation,2019-02-01,RM134.95,"'City Builder', 'Strategy', 'Medieval', 'Simulation', 'Management', 'Building', 'Economy', 'Indie', 'Resource Management', 'Early Access', 'Singleplayer', 'Sandbox', 'Base-Building', 'Colony Sim', 'Open World', 'Survival', 'RTS', 'Choices Matter', 'Atmospheric', 'Historical'", 'Early Access'  'Simulation'  'Strategy' 'Indie',435,13685,Highly Popular,Many Reviews
Milk outside a bag of milk outside a bag of milk,2021-12-16,RM40.46,"'Psychological Horror', 'Visual Novel', 'Psychedelic', 'Pixel Graphics', 'Story Rich', 'Abstract', 'Indie', 'D 2', 'Multiple Endings', 'Psychological', 'Text-Based', 'Singleplayer', 'Horror', 'Surreal', 'Anime', 'Female Protagonist', 'Great Soundtrack', 'Casual', 'Choices Matter', 'Point & Click'", 'Indie' 'Casual',23,13669,Highly Popular,Many Reviews
Football Manager 2022,2021-11-09,Free,"'Sports', 'Management', 'Football (Soccer)', 'Simulation', 'Football (American)', 'Real Time Tactics', 'Strategy', 'Multiplayer', 'e-sports', 'D 2', 'Character Customization', 'D 3', 'Singleplayer', 'Text-Based'", 'Sports' 'Simulation',4200,13661,Highly Popular,Many Reviews
The Walking Dead: The Final Season,2018-08-13,RM89.96,"'Story Rich', 'Choices Matter', 'Zombies', 'Adventure', 'Choose Your Own Adventure', 'Singleplayer', 'Female Protagonist', 'Post-apocalyptic', 'Survival', 'Atmospheric', 'Horror', 'Violent', 'Action', 'Drama', 'Gore', 'Episodic', 'Comic Book', 'Point & Click', 'Mature', 'Multiplayer'",'Adventure',63,13652,Highly Popular,Many Reviews
Thronebreaker: The Witcher Tales,2018-11-09,RM22.46,"'RPG', 'Adventure', 'Card Game', 'Story Rich', 'Singleplayer', 'Choices Matter', 'Female Protagonist', 'Fantasy', 'Strategy', 'Great Soundtrack', 'Isometric', 'Dark Fantasy', 'Puzzle', 'Medieval', 'Open World', 'Mature', 'Atmospheric', 'Turn-Based', 'Multiplayer', 'Visual Novel'", 'RPG' 'Adventure',170,13644,Highly Popular,Many Reviews
A Short Hike,2019-07-30,RM35.96,"'Exploration', 'Relaxing', 'Adventure', 'Cute', 'Indie', 'Pixel Graphics', 'Nature', 'Casual', 'Open World', 'Great Soundtrack', 'Singleplayer', 'Short', 'D Platformer 3', 'Beautiful', 'Family Friendly', 'Flight', 'Female Protagonist', 'Funny', 'Walking Simulator', 'Third Person'", 'Indie' 'Adventure',32,13568,Highly Popular,Many Reviews
Sniper Ghost Warrior 3,2017-04-24,RM89.96,"'Sniper', 'Open World', 'Multiplayer', 'FPS', 'Stealth', 'Action', 'Singleplayer', 'Shooter', 'First-Person', 'Military', 'Co-op', 'Violent', 'War', 'Adventure', 'Tactical', 'Gore', 'Online Co-Op', 'Heist', 'Nudity', 'Strategy'",'Action',265,13560,Highly Popular,Many Reviews
911 Operator,2017-02-24,RM67.46,"'Simulation', 'Strategy', 'Management', 'Singleplayer', 'Indie', 'Casual', 'Realistic', 'Crime', 'Choices Matter', 'Education', 'Tactical', 'Real Time Tactics', 'D 2', 'Atmospheric', 'Addictive', 'Modern', 'Minimalist', 'Moddable', 'Mature', 'Drama'", 'Indie'  'Simulation'  'Strategy' 'Casual',57,13533,Highly Popular,Many Reviews
Dust: An Elysian Tail,2013-05-24,RM67.46,"'Action', 'Platformer', 'Metroidvania', 'Indie', 'RPG', 'Adventure', 'D 2', 'Singleplayer', 'Fantasy', 'Great Soundtrack', 'em up"": 366,', ': 316,', ': 260,', ': 246,', ': 224,', ': 219,', ': 186,', ': 174,', ': 164,'", 'Adventure'  'Indie'  'RPG' 'Action',21,13531,Highly Popular,Many Reviews
Hyper Light Drifter,2016-03-31,RM89.96,"'Pixel Graphics', 'Great Soundtrack', 'Atmospheric', 'Adventure', 'Difficult', 'Indie', 'Action', 'Hack and Slash', 'Singleplayer', 'Exploration', 'RPG', 'D 2', 'Colorful', 'Top-Down', 'Post-apocalyptic', 'Action RPG', 'Metroidvania', 'Souls-like', 'Fantasy', 'Sci-fi'", 'Adventure'  'Indie'  'RPG' 'Action',47,13486,Highly Popular,Many Reviews
Secret Neighbor: Hello Neighbor Multiplayer,2019-10-24,RM17.96,"'Multiplayer', 'Horror', 'Online Co-Op', 'PvP', 'Co-op', 'Cartoony', 'Survival Horror', 'First-Person', 'Stealth', 'Adventure', 'Family Friendly', 'Mystery', 'Colorful', 'Funny', 'Action', 'Indie', 'Puzzle', 'Thriller', 'Casual', 'Comedy'", 'Adventure'  'Indie' 'Action',134,13470,Highly Popular,Many Reviews
Going Medieval,2021-06-01,RM112.46,"'Early Access', 'City Builder', 'Colony Sim', 'Medieval', 'Strategy', 'Building', 'Survival', 'Simulation', 'Base-Building', 'Management', 'Crafting', 'Sandbox', 'Open World', 'RPG', 'Resource Management', 'RTS', 'Singleplayer', 'D 3', 'Procedural Generation', 'Stylized'", 'Early Access'  'RPG'  'Simulation'  'Strategy' 'Indie',817,13466,Highly Popular,Many Reviews
Changed,2018-04-04,RM22.46,"'Cute', 'Difficult', 'Psychological Horror', 'Sexual Content', 'Puzzle', 'Singleplayer', 'Pixel Graphics', 'Adventure', 'Indie', 'Story Rich', 'D 2', 'Great Soundtrack', 'Horror', 'RPGMaker', 'RPG', 'Choices Matter', 'Survival Horror', 'NSFW', 'LGBTQ+', 'Action'", 'Indie'  'RPG' 'Adventure',64,13459,Highly Popular,Many Reviews
Project Wingman,2020-12-01,RM112.46,"'Flight', 'Action', 'Jet', 'War', 'Indie', 'Military', 'Arcade', 'Singleplayer', 'VR', 'Simulation', 'Great Soundtrack', 'Controller', 'Shooter', 'Story Rich', 'Sci-fi', 'First-Person', 'Third Person', 'Epic', 'Realistic', 'Dating Sim'", 'Indie'  'Simulation' 'Action',242,13449,Highly Popular,Many Reviews
Operation: Harsh Doorstop,2023-02-15,Free,"'Free to Play', 'Military', 'FPS', 'Realistic', 'Multiplayer', 'Action', 'Tactical', 'Shooter', 'Simulation', 'Strategy', 'War', 'Singleplayer', 'First-Person', 'Casual', 'Early Access', 'Wargame', 'World War II', 'Moddable', 'Indie', 'Cold War'", 'Casual'  'Early Access'  'Free to Play'  'Indie'  'Simulation'  'Strategy' 'Action',580,13444,Highly Popular,Many Reviews
Coral Island,2023-11-14,RM134.95,"'Farming Sim', 'Life Sim', 'Relaxing', 'Simulation', 'Dating Sim', 'Agriculture', 'RPG', 'Crafting', 'Singleplayer', 'Building', 'Character Customization', 'Sandbox', 'Open World', 'Casual', 'Adventure', 'Indie', 'Fishing', 'Mining', 'Cartoony', 'LGBTQ+'", 'Casual'  'Indie'  'RPG'  'Simulation'  'Strategy' 'Adventure',3130,13444,Highly Popular,Many Reviews
Aliens vs. Predator,2010-02-16,RM67.46,"'Action', 'FPS', 'Aliens', 'Multiplayer', 'Sci-fi', 'Horror', 'Shooter', 'Singleplayer', 'Gore', 'First-Person', 'Stealth', 'Atmospheric', 'Survival', 'Co-op', 'Survival Horror', 'Blood', 'Hunting', 'Adventure', 'Online Co-Op', 'Strategy'",'Action',67,13430,Highly Popular,Many Reviews
FINAL FANTASY XIII,2014-10-09,RM71.96,"'JRPG', 'RPG', 'Linear', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer', 'Fantasy', 'Story Rich', 'Adventure', 'Cinematic', 'Sci-fi', 'Action', 'Third Person', 'Atmospheric', 'Turn-Based Combat', 'Action RPG', 'Futuristic', 'Turn-Based', 'Strategy', 'Difficult'",'RPG',214,13425,Highly Popular,Many Reviews
UNCHARTED: Legacy of Thieves Collection,2022-10-19,RM224.96,"'Adventure', 'Action-Adventure', 'Story Rich', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Action', 'Puzzle', 'Controller', 'Shooter', 'Exploration', 'Multiplayer', 'Cinematic', 'Parkour', 'Stealth', 'Atmospheric', 'Female Protagonist', 'Combat', 'Funny', 'Platformer'",'Adventure',540,13413,Highly Popular,Many Reviews
The Looker,2022-06-17,Free,,'Indie',0,13392,Low Popularity,Many Reviews
RUNNING WITH RIFLES,2015-04-02,RM67.46,"'Top-Down Shooter', 'Action', 'Tactical', 'Artificial Intelligence', 'Military', 'Open World', 'Sandbox', 'Wargame', 'Top-Down', 'Moddable', 'Loot', 'Multiplayer', 'Singleplayer', 'PvE', 'Co-op', 'Online Co-Op', 'Co-op Campaign', 'Shooter', 'RPG', 'Isometric'", 'Indie' 'Action',275,13327,Highly Popular,Many Reviews
Witch It,2020-10-22,RM17.96,"'Multiplayer', 'Funny', 'Casual', 'Action', 'Indie', 'Hidden Object', 'Online Co-Op', 'Survival', 'Stealth', 'Co-op', 'Fantasy', 'Early Access', 'First-Person', 'Team-Based', 'Family Friendly', 'Strategy', 'PvP', 'Open World', 'Atmospheric', 'Magic'", 'Casual'  'Indie' 'Action',244,13309,Highly Popular,Many Reviews
Gotham Knights,2022-10-21,RM53.96,"'Action', 'Open World', 'Superhero', 'Online Co-Op', 'Singleplayer', 'Action RPG', 'Stealth', 'Adventure', 'Third Person', 'Multiplayer', 'RPG', 'Story Rich', 'Co-op', 'Action-Adventure', 'Comic Book', 'Dark', 'Crime', 'Character Customization', 'Combat', 'Atmospheric'", 'Adventure'  'RPG' 'Action',255,13295,Highly Popular,Many Reviews
Sid Meier's Civilization: Beyond Earth,2014-10-23,RM179.96,"'Strategy', 'Turn-Based Strategy', 'Sci-fi', 'Space', 'X 4', 'Turn-Based', 'Multiplayer', 'Futuristic', 'Singleplayer', 'Aliens', 'Tactical', 'Hex Grid', 'Grand Strategy', 'Replay Value', 'Exploration', 'Atmospheric', 'Moddable', 'Adventure', 'Simulation', 'Action'",'Strategy',366,13278,Highly Popular,Many Reviews
RAGE 2,2019-05-13,RM179.96,"'Action', 'FPS', 'Open World', 'Post-apocalyptic', 'Vehicular Combat', 'Automobile Sim', 'Singleplayer', 'Gore', 'Shooter', 'Violent', 'First-Person', 'Multiplayer', 'Blood', 'Funny', 'Exploration', 'Sci-fi', 'Adventure', 'Cyberpunk', 'Racing', 'Sandbox'",'Action',93,13240,Highly Popular,Many Reviews
Surgeon Simulator,2013-04-19,RM8.96,"'Simulation', 'Funny', 'Physics', 'Comedy', 'Medical Sim', 'Indie', 'Dark Humor', 'Difficult', 'Puzzle', 'Intentionally Awkward Controls', 'VR', 'First-Person', 'Casual', 'Aliens', 'Singleplayer', 'Dark', 'Action', 'Blood', 'Gore', 'Great Soundtrack'", 'Indie'  'Simulation' 'Action',27,13217,Highly Popular,Many Reviews
Tales of Berseria,2017-01-26,RM224.96,"'Anime', 'JRPG', 'RPG', 'Female Protagonist', 'Story Rich', 'Action', 'Fantasy', 'Action RPG', 'Singleplayer', 'Open World', 'Adventure', 'Great Soundtrack', 'Hack and Slash', 'Cute', 'Local Co-Op', 'Sexual Content', 'Mature', 'Co-op', 'Multiplayer', 'Nudity'", 'RPG' 'Action',142,13217,Highly Popular,Many Reviews
Descenders,2019-05-07,RM112.46,"'Sports', 'Racing', 'Cycling', 'Action', 'Bikes', 'Multiplayer', 'Great Soundtrack', 'Rogue-lite', 'Procedural Generation', 'Open World', 'BMX', 'Fast-Paced', 'Simulation', 'Moddable', 'Addictive', 'Physics', 'Relaxing', 'Difficult', 'Beautiful', 'Competitive'", 'Racing'  'Sports' 'Action',329,13206,Highly Popular,Many Reviews
F1 23,2023-06-15,RM314.96,"'VR', 'Racing', 'Driving', 'Automobile Sim', 'Multiplayer', 'Sports', 'Singleplayer', 'Simulation', 'Competitive', 'e-sports', 'Relaxing', 'D 3', 'Action-Adventure', 'Cinematic', 'Arcade', 'Immersive Sim', 'First-Person', 'PvP', 'D Platformer 3', 'PvE'", 'Sports' 'Racing',5362,13195,Highly Popular,Many Reviews
Eastward,2021-09-16,RM112.46,"'Pixel Graphics', 'Story Rich', 'Adventure', 'Action RPG', 'Singleplayer', 'Atmospheric', 'RPG', 'Post-apocalyptic', 'JRPG', 'Action', 'D 2', 'Soundtrack', 'Cute', 'Female Protagonist', 'Relaxing', 'Dark', 'Mature', 'Comedy', 'Indie', 'Casual'", 'Adventure'  'Indie'  'RPG' 'Action',74,13174,Highly Popular,Many Reviews
Retrowave,2022-05-06,RM6.70,"'Racing', 'Indie', 's 1980', 'Casual', 'Retro', 'Simulation', 'Action', 'Music', 'Relaxing', 'Cyberpunk', 's"": 56,', ': 49,', ': 42,', ': 42,', ': 42,', ': 41,', ': 38,', ': 34,', ': 33,'", 'Casual'  'Indie'  'Racing'  'Simulation' 'Action',33,13168,Highly Popular,Many Reviews
60 Seconds! Reatomized,2019-07-25,RM44.96,"'Strategy', 'Survival', 'Post-apocalyptic', 'Simulation', 'Choices Matter', 'Casual', 'Singleplayer', 'Adventure', 'Indie', 'Choose Your Own Adventure', 'Comedy', 'Dark Comedy', 'Funny', 'Point & Click', 'Difficult', 'Remake', 'Text-Based', 'Rogue-lite', 'Horror', 'Cartoon'", 'Casual'  'Indie'  'Simulation'  'Strategy' 'Adventure',220,13154,Highly Popular,Many Reviews
Baldur's Gate: Enhanced Edition,2013-01-16,RM89.96,"'RPG', 'Dungeons & Dragons', 'Fantasy', 'CRPG', 'Isometric', 'Party-Based RPG', 'Real-Time with Pause', 'Singleplayer', 'Story Rich', 'Character Customization', 'Old School', 'Adventure', 'Multiplayer', 'Co-op', 'Online Co-Op', 'Magic', 'Atmospheric', 'Remake', 'Action-Adventure', 'Strategy'", 'RPG' 'Adventure',408,13146,Highly Popular,Many Reviews
Craft The World,2014-11-24,RM85.46,"'Crafting', 'Dwarf', 'Colony Sim', 'Building', 'Sandbox', 'Survival', 'Open World', 'Strategy', 'Indie', 'Simulation', 'RPG', 'City Builder', 'D 2', 'Multiplayer', 'Singleplayer', 'Resource Management', 'Fantasy', 'Adventure', 'God Game', 'Tower Defense'", 'RPG'  'Simulation'  'Strategy' 'Indie',432,13139,Highly Popular,Many Reviews
Half-Life: Source,2004-06-01,RM44.96,"'FPS', 'Action', 'Classic', 'Sci-fi', 'Singleplayer', 'First-Person', 'Shooter', 'Aliens', 's"": 130,', ': 127,', ': 119,', ': 102,', ': 95,', ': 90,', ': 67,', ': 67,', ': 62,', ': 52,', ': 48,'",'Action',28,13135,Highly Popular,Many Reviews
Myth of Empires,2024-02-21,RM134.95,"'Building', 'Open World Survival Craft', 'Sandbox', 'Open World', 'MMORPG', 'War', 'Survival', 'Base-Building', 'Character Customization', 'RPG', 'Action-Adventure', 'Multiplayer', 'Hack and Slash', 'Strategy', 'Third Person', 'Historical', 'Action', 'D 3', 'Team-Based', 'Massively Multiplayer'", 'Adventure'  'Indie'  'Massively Multiplayer'  'RPG' 'Action',14779,13098,Highly Popular,Many Reviews
Tales from the Borderlands,2021-02-16,RM89.96,"'Comedy', 'Adventure', 'Story Rich', 'Choices Matter', 'Singleplayer', 'Episodic', 'Point & Click', 'Funny', 'Choose Your Own Adventure', 'Action', 'Quick-Time Events', 'Atmospheric', 'Great Soundtrack', 'Dark Humor', 'Sci-fi', 'Memes', 'Female Protagonist', 'Visual Novel', 'RPG', 'Casual'",'Adventure',24,13093,Highly Popular,Many Reviews
Darksiders II Deathinitive Edition,2015-11-05,RM134.95,"'Action', 'Hack and Slash', 'Adventure', 'RPG', 'Open World', 'Singleplayer', 'Third Person', 'Fantasy', 'Story Rich', 'Puzzle', 'Great Soundtrack', 'Action RPG', 'Dark Fantasy', 'Loot', 'Parkour', 'Spectacle fighter', 'Gore', 'Controller', 'Multiplayer', 'Metroidvania'", 'Adventure'  'RPG' 'Action',129,13079,Highly Popular,Many Reviews
Choo-Choo Charles,2022-12-09,RM71.96,"'Survival Horror', 'Horror', 'Open World', 'First-Person', 'Singleplayer', 'Trains', 'Shooter', 'Dark', 'D 3', 'Action-Adventure', 'FPS', 'Adventure', 'Atmospheric', 'Indie', 'Psychological Horror', 'Action', 'Choices Matter', 'Thriller', 'Hand-drawn', 'Sexual Content'", 'Adventure'  'Indie' 'Action',64,13065,Highly Popular,Many Reviews
